msno,city,bd,gender,registered_via,registration_init_time
8XCeEgfeWjR6ECVmsafKmvrBxphUF7rvRUQgmGWY+MI=,13,29,female,9,20080202
J29EQiLpdeDWm4hHjLCBLqoi+7tdW+9YVp62SfzxzG0=,5,48,female,9,20080206
I2uHLJv0e12e+L5f1zfcrJIzm/9hFkpc18JNT1EVNh8=,5,31,male,9,20080207
62z59Os/z61+GDqJ4/yekkc7l/8dm/i8cAMkXIlfCpg=,22,33,male,9,20080208
q94o7cvaYfxkt4ol5GmIE4MXR3s8gP117Wlh+WOeyXE=,4,28,female,9,20080209
KmZTGOi01j6Q39WcNbAFv+BG9Yyge0Zn8HAbi8B7OwY=,6,26,male,9,20080210
BHU2n5F07oLaNTHsgkd4CZyCyE0LaG3HxlamSRDYeXQ=,15,42,male,9,20080210
4mkJP7DuslcMjeLqyZ83Zd19RRbws5PYtkV2uokoijA=,14,44,female,9,20080211
o8y0WZnT0zQfgC1/J6+kREah8xKwhFoE9DfhizCP3us=,17,27,male,9,20080211
Gg/bx8tflQJVQj3lq8RdupKdVa40bwASbLxJIW5kbIc=,8,53,male,9,20080212
LgJDewn5WarLWuDAHUwEdNiHngQymR9ZTHWAH8ucK3E=,6,27,female,9,20080215
1QY/Mr9vJj3Qe+awJhcPcvXBYCrJ2xm3ScC0Qdd4HbU=,15,38,male,9,20080216
Wy59Wfm1uwY9c428Hq/9z6BdcNi8F091U6B/gV4BT24=,13,39,female,9,20080217
y6NMca2J9ikh24hnJyMrtyYUisn+dYVfhFejC5BPu7U=,8,27,male,9,20080218
OnR23gKIht2CT9cOl2vnkvQ8n7obqLHnKnlyUn2a7DE=,18,55,female,9,20080219
bADrp4dVej7lxqstBbtfAe30MtlEp3MhikIjiE4ARWc=,4,28,male,9,20080220
8DnqYYPOh33LlB26Ffb5bfvMxLhpCU8nYxtj5s5iVrQ=,17,23,female,9,20080220
JgHDoZT7EnSHGYp1nLsppkJZjfaqqHQoQp2ldKXWUzQ=,12,35,male,9,20080220
ZrE3/+qo5FbCXVHAB82KzuvntcXfaHcoI/SstWFNYzQ=,22,28,male,3,20130116
OFjgd4O5aCzXBFosKhGhqB8bKEgtV/9RQSN28yPtGHk=,1,0,,7,20130116
Nr1LLP6lFswnj1HKFjUzIAF7Ta1ZqbfiCz6vRH8R7zM=,1,0,,7,20130116
Esv1+8XcejW90RQJFt9NGsF2V0W/0TaTR5Oz27FxG7A=,4,18,male,3,20130116
NjrofS/22jZH6L+vfqi7iyeI+2FtZNJoYMkWfmxggsQ=,1,0,,3,20130116
CkZXFaDZWzDizR/wSIW4ddv2qSJXSTymkMSa8ilofB8=,1,0,,3,20130117
9uHg11sfFARqPQO8OVVtWNcN81V5XCNqIsygiU6jmys=,1,0,,7,20130117
p10psHwtBE9PFJxttqFkISa+k6cFqCiLc54g13yIyTA=,13,31,male,3,20130117
gOQp3cnjvuYg8pOv3nvjENQcxAl9mG4OEUJ6qj8Gn3E=,13,0,,3,20130117
NswbQFS6ZnYo8qe5W0nU3+HXqaYjempuV5uwNe5ErJ8=,15,22,male,9,20130117
5K+IXJIR7KQBA9tzdNcDBc4y2HII+Tkt6sp/A0UAg7Q=,4,31,,3,20130117
WPFkb1EfqxqI2D1lmavVz0+kFRPjkS3lrAZ5wi7zF/o=,12,26,female,3,20130118
FZjOU3oifpQtupdNXmek7dlS+dy0dQHawxGucH8wIEU=,1,0,,3,20130118
b+FBV7Ovj8XTsQ9ptl/MxQrdaqFB4t/Dtn/USSk9uE8=,6,18,male,3,20130118
f5i6Sda8wLf7IVgRnGao0y2+qomYBm2CYRvhdPOlu4Q=,1,0,,3,20130118
5sa81CK47YbOPL0T+G63+9I9FNnjWRpcf9QE7t9e6IM=,1,29,female,3,20130118
SRxE/Ic9zVYt8plQovdAiRG/hCrv0dU8a1r9KCPkIyw=,1,0,,3,20130118
uehEFgB550+USfAtEme1iIfVJEGr+gydM/4IKXRPHaQ=,1,0,female,3,20130118
6PbMfJ4Qd475pboG/Ok60QbCtdwBIE52L7b7YCoTpoM=,1,0,female,3,20130118
F633qPvRi4Pog8c46XebH5hPKYKUPuc6cipJz/qaiTA=,1,0,,3,20130119
OfVn1JT0zOpbZ+YqM16WLjceelMOSXeAkIKmICYAXFw=,5,47,female,3,20130119
ZLlHJiZsBBX4Ghh5pJwQAYhwBygPJilUwxrMcNRYDfc=,22,46,female,3,20130119
wKTYkxUCB9lKcTikVfkZSTBxi350xbdeUjVvHQAQeJs=,13,65,female,9,20130119
Cwm0BI2YEueB0EiPTZEwTGAcW14DD8y6xRkva7Tp9tg=,1,0,,3,20130119
2tUaExg+j6BqEXFG6QaD/lys45wEsQoAytuPFExNyzU=,22,25,male,3,20130119
A7xw1V7RtW88Guopgs2vbWeNqcjHtUcWl0bEMjVf9XU=,1,0,,3,20130119
4EvzU+GhO9UHUfqigIScMVlhuHVs51QflQ5Cso3fqU4=,22,30,male,3,20130119
HY4fFA+5iLdodjp0vcUdBYA2vYKZYDroGZ5lXn6LxiM=,9,31,female,3,20130120
KfR506P1VRNp5b5ELSLo4RCNj3acG+IgtcPYW+nXt0I=,22,32,male,3,20130120
8a2c1DMyS2nolW/xVNwhpo3Eh8dVXoQncsdM0XLw2WU=,5,29,female,3,20130120
98VZyM+SIuWzLPsidByj8iyIFAQJ0wcl9ry++n5X/nk=,1,0,,3,20130120
lQsY8UCjbR4FyUhSMXE0AM2A71KSv4RHz42srJWuhGc=,18,23,female,3,20130120
YdpgV2Kc5LzLTmpFFLyxc0dccLRobkv5Xk43W17Fous=,1,0,,3,20130120
BPsTpBFSAWGLXTNdDPwDB8njqv39JaESVNraae+F6V0=,5,0,,9,20130120
gismi3FhjJjntJWOKS4obIQSnlvLm0N+d821CaPMKx4=,22,0,,3,20130120
9JRZdbxrfGYjMCaQLVwjVyh5uIQQqBoKOcajbEjoMJs=,1,0,,3,20130120
w/+/SHt+3goFyy3TQyQAw+QEvczNR91bG0F8C1DycF8=,1,0,,3,20130120
T32UoVZp7YoCf5oDHSS8D2qw84uIG7T+CmHepA9Ujc0=,13,0,,3,20130120
zFWzWdttV0oWy7LUKO3oXq3GBkWnMt4sIHQKSNJMqOk=,8,90,female,3,20130121
C1DNH56ipAgRAdiKgbEwok5kJzyDi7/9C35iC7FyQrA=,13,0,,3,20130121
r6eJohYL7teEv6DeAW5CAvtLUTZAOoJpqCLC5+QwAsI=,6,19,male,3,20130121
D0hPHsEjtDxXCD3fz6TYJ1r1L9w7sJrCH846D7fyifI=,1,0,,3,20130121
ZFT2exJSSsSf6nSKooL0X1GEN22aEUGCM6z0OhOkyhg=,4,0,,7,20130122
1/L07BYnfnlSJ7MC7t79F3KQ2KMusB9v+GMLnhZOUuA=,5,32,female,7,20130122
Y4UbSEo+Gj+5dIZHW+3e5kmde9HZRJ+FZkx/oWrB1gs=,1,0,,7,20130122
SQ/oQ+sUrLSscXOJhvKuFs7gtzIL4mztsV9udJ0twO4=,13,36,female,9,20130122
Ar3ClWbtZukfrKibqtGAzEOfy43tBie4zYMJJPQoF8o=,5,20,male,9,20130122
CGfwcyZ5FlL21lZRQKm6ncrMqpIGTNrTp7vjVYPt2hk=,1,0,male,3,20130122
LG6AGcjFKiqGbjWKWCdj4xeY6/t1XkuPf00m4SyM6Jc=,4,0,,3,20130122
lra3zyY9JIed/fWVWbk7/Mleyk0XJW0+sDQiutMd6O4=,1,0,,7,20130123
Xsyo9kB8L7THd0H/tpJC5MohnK2dWwWioUyVyr0AXhI=,15,18,male,9,20130123
mauhl9djNbuoG9jw2NXQikbtR3pThcXlO/i7ZmKAdlk=,13,0,,3,20130123
batBlEDNePOodLmfWEOuP8rZgnP6kQ+0MbstPY5veE4=,1,22,male,3,20130123
tCOkEWYVi1Pj1mgZBXHClWRCB13zNZBRwrgxNzgqey8=,1,0,,7,20130123
WruGpBKM8zMdFzSJwgORWR0RMWszy9CfFzEgc8Zak6U=,13,28,male,3,20130124
U5IQnWhbTWGYifsiWU8+vqtJn02izeaJqY+a/zFqnB4=,1,0,,3,20130124
0U7aPkuGq1994AmQkT3GTbzi4SN2NLZKfhxjyGitR40=,1,0,,7,20130124
CaNHtUQEeGhruB3WO/mA4In1QlQ7JdUgCa582VrwpPI=,1,0,,3,20130124
SDiv9PyZ6rhpek+HH6vqCke1jBTFLHkxEBdht3wEDGk=,1,31,male,3,20130124
gEHe3h02SOHktF1SsI2YtVYywvNQdHTpH808V2/zGzs=,21,23,male,9,20130124
ogzuEYG+5dqMk03fwjPo1hLUb2v58oie5Mh8JDoW6Lk=,1,0,,3,20130124
0UqdXAbwVmYqQlWmL+b7S0RHqu3T65oUOTpwHtY+dQQ=,1,0,,3,20130124
nfD6HxM/4p7+yKkqkwYiG43jeJu163iK/IE99BXgaX4=,1,0,,7,20130125
Z/zDz+Pt+bwz4MQfi3Wc20JlXbDQHnN8DBVkYeX02eE=,9,18,male,9,20130125
QhYdX8WBuoXFX2H86C2rVlLb4EneHjzEXaPCkMXfQYM=,22,20,male,3,20130125
SdwAQoXO1/30D9BEwNXcx4No9VmuMHxmkMTKzon6H5c=,4,0,,3,20130126
Ds3BKLg83Ogzjyu3CyUL9Jy+aBc4OUejNfZxobQbR10=,3,0,,3,20130126
ftpw6qZDRPfJeVtWm/ibfsLSoWfquUehoks1Mm1yaDU=,4,17,female,3,20130126
N1Wb1mDJx++PqxKNF1R3h5STVIF95qlRGEawZnPspmI=,1,0,,3,20130126
BGMt6mH3/ZZ+jdyj3eNxzRuOudU6FgXmJ4O65HPHNYQ=,1,0,,3,20130126
2BawifKKw1m8IgqokBWBLBzQWywglWFReDA6kWoLxqQ=,22,38,male,9,20130127
v/+LtWh3hxL1vpKpBUOU4lHsM41AO0RLu2z7TJnv1mw=,1,0,,3,20130127
I4zRdxtGUTOs0UNFmOvWMCAxlEOil4BPm2zbJxFZtBM=,15,28,female,3,20130127
d+izcDICQuw3UP81HEiGC/5C4QmDcCF7JVlUB+xLkZ0=,13,29,male,3,20130127
I6Bmo5FYCOh67iCI89SqNjv4G+1zkG/vg99fuq+gDgA=,1,0,,3,20130127
Kfh2S5/zKKis+XX+qUMYmWoeNKm3IM4fM7aWB7y8s6Q=,1,0,,7,20130127
ABLgzJ3009bDnZbk41lqESaCY3fJMyY/8Xm7CYucY+A=,22,0,,3,20130127
zF/L/URyKfK3ijV3xbOEJvEnPeVQ9jo4HkyMOuIagPc=,13,0,,3,20130127
bBImFBQ8OUcT/fh+o+dUDKmiPS7Oim8TlpmFMTGz/M0=,15,35,male,3,20130128
alTPSMn54sH6PrIoLzlsIynTJJeysHIAQGn2XGVHmaU=,1,0,,7,20130128
lWegBMql4iMAvfZUgCcxlb4+VqJEHKGWUqapBOwNcU0=,1,0,,7,20130128
PNYrCpMJmfKgUTswK2F5wd4Tzdf0tcMIz7Dekt08pw8=,1,0,,3,20130128
U3ZxuZaPV8CLR69wYTUkcEwG5ir40eIRx5aqAaFjztk=,6,34,male,3,20130128
UNuL0w6AoWOajv8gGZZsGjgzL9Ls82VvR4JynGLgEdo=,1,0,,3,20130128
A7Qp/cCDQHQiPvHwGYaos9LsNOhwvVkWLFUmCZ6cMb8=,1,0,,3,20130128
Chw30Tp0tKxMEDvxp5+CccvNKWw8voKimCNd4z7I4SY=,1,0,,3,20130129
HBPkqZh+mUxyyYxPRipwqiMNaWPJSY97EO6/L/fRyIA=,22,39,male,3,20130129
Cajhmd4m7+4EbkQ17BtG1yrWlVJ9Thup5tE+WzX+C7E=,1,0,,3,20130129
zU8Xriijo2B+hgNMGSxftRuaNNJ1Uu5I0j3Ung/H15Y=,13,37,female,3,20130129
1V3CutLhVrVAvSdKW88gks4G45SQwNN1bkwCdQHs0qQ=,5,49,female,9,20130129
+JfOBe2sP79nFKVild1aLwofxrzHmvoi688Lq9kyI4g=,1,0,,3,20130129
/InmD5YYbcD6nEzC/DuLZEExFXrYJHCb/0Q2BJvERM8=,4,33,male,3,20130130
4yhKhYp6r+MNcmCRQIWQib4N7MiVmF/P7gfShKaUaF0=,4,0,,3,20130130
FpUrAUaJSN45J+exGv6xdMJP9pWqDkxcgcPfPPnfqos=,1,19,female,3,20130130
urvX+0mOdc5YsOus94qlQceMkU3KvBbLG78stCpSqyU=,15,36,female,7,20130130
UAajr6orVrjXwzQ8ZSC3WANPCq17vVqakwQ+y+IRn2k=,1,0,,3,20130130
DrhbWaFpundcRdUFB0EY57dV0AwfDYiTUUiAgxdJP7c=,1,0,,3,20130130
n4TTsT3o52eVzXeZ+L0jp5Pgh3UhRn620Imr9h/tnck=,1,0,,3,20130130
LCUcbZ1VnoTY+51WSnFV8jacyMAWQvo+eO/nH3VB4pw=,1,28,female,3,20130130
tVhPNJvMy8+H6HuJJLdFtqfX8YOUyGrh+7dK1GyO+14=,1,0,,3,20130130
4Nlt8E1pj9J59WU/M2tOES0C8A//YlhCWIUCZgcqRe4=,10,20,male,3,20130130
yr77j8SpYj3ZBFsFMkzHAGILKczTKQrJYU5mQcRX4Tw=,1,31,,3,20130130
zGX91nTWPolS7wK3fGV1hdFhQuBE25id60NiVpMkcu4=,13,40,male,3,20130130
X5YsRaHfkARiVkdp/QvGMubpiyl/BbdyYhh0el/wtCg=,1,0,,3,20130131
/wPISuJx9C2877gTFUh9rnVL1agKjWN598t2wHs97q8=,6,20,male,9,20130131
rruteHkrO/uAUZ+cyehYJvESbbDGrkJNYQD2U8mTyfg=,14,18,female,3,20130131
TY0nZqgoNBtHD6c8Njjptg5HQSOB8EUy/mBLqgKboDw=,1,0,,3,20130131
UdBNjQZfEpySot3iN5jXNdEeDniiRSLZa6BpVoOD7ok=,5,17,male,3,20130131
uHPjYgw/5ZR0cGv0YqQtfkFd3HFGMB6gdMIHkSVgGQE=,1,0,,3,20130131
YOYwuKQOkJZmKouLIwyCRsEXGRn8iQEVlVkUhC1dQec=,4,27,female,3,20130131
tCvvNNZf8V5rSveu9nSHHes/wjmz8Gsmd6/hHG9Y/hE=,1,53,,3,20130131
B/e95O1n8QngVMCVInIOlTwmJJwzVIAgcXiIMPvJBQk=,1,0,,3,20130201
HINmg9r9xD9jnknv0vsJqm13pZyPSPoi0sVx2KA41cQ=,1,0,,3,20130201
wSz4f2XhCBxAUc0/JIu1Vp4LqQdvjib3Yw+V9/rHbsc=,1,0,,7,20130201
Qs2bJAOLrBqdgRr6ice44OG2ZdeuvcnDMaPONnLby0Q=,1,0,,3,20130201
T2IkGucpu4HRX4BhWe7d9ToB5TeB4C1MAGFRnkK/a1E=,1,0,,3,20130201
JYASQlQxfsGaidG/Mjy2XhB+Jp9a1rzkz6Sby8JHtNQ=,5,26,male,3,20130201
+ge2Jbk3pH31b/5d2IN2xiYuZNsCjKSoIDKC/kbq42k=,1,0,,3,20130201
/KUkKq2+Zgf7LGxzwxV7rEq629ZmUW79e6uevvFcC/k=,1,0,,7,20130201
7/ngFOyklmiphgQsAk+SEN2cE59961TBNVdWtPcorgQ=,1,0,,3,20130201
x6gI5NBslPI4+BZzUTEsXd6ztJe38wpmfCxDp1eLIVU=,5,0,,3,20130201
V0Jsuq5L1ENlwcpRXg/huKxEnkohId7Lhe1RnOXl+Mw=,1,0,,3,20130201
v+Dwbam3rHm3IDq+C5OSGyEaoZzETXQrNrlSfRfGF1k=,1,0,,3,20130201
wXxuZ63pXvhi4Q6evLNFGZu7gCCFJBvtNLrFtFUPcbY=,1,0,,7,20130202
SA9a0gkqMdF0i+nL9S/x263F/Vh1vdrPY2rAkbq1XZk=,1,0,,7,20130202
yb3kvy3vm5hASQCv+qKaRGmR3wWgzd4xYldxxcKnF/0=,1,0,,3,20130202
HYhHq3EG0KqKVf6DF+5uUV7NV9KTeWWbA+1PD1II/S4=,1,41,female,3,20130202
NUdcpFuXba4n2vLTrsxaYemxkMU4AYHiDCjJsqodmIY=,18,30,male,3,20130202
6dnW5mMO8OW11eVaaBAGaES1skJWl9sT5zZB9ZSmGrM=,4,0,,7,20130202
H1b6TdKhl1pCa2RjmN9La6yiX5GwUk31J1qLU9njzZ4=,1,0,,3,20130203
QDUl1RFuvOFDGIu0iR4GQvEfAapHRkQftujoqoaBX/k=,18,16,female,3,20130203
pmBSzYLGs3fBp0Nyj4LK0ghQjBsyFj4NW02gpcSjR00=,1,0,,3,20130203
U9GAb27os6bz4VGEtpUS0NqWgVt5RP9AZidmAAu4n1U=,13,24,female,3,20130203
ls/aQM2IrEyULlJ1nNA6CV+FWvjoSGu/gEQn/M7oP2M=,15,26,male,3,20130203
M0wX5rqGwWvcOEQVZ0/AYwEXquFYxqo2s8btVPQ39n0=,1,0,,3,20130203
lhxrM1oJVr4dXNfw7jTR7XVI662x0Wr++XqexjL2SVA=,5,24,male,7,20130203
lgyjF3DeYC9rhb4i1+m3zjUq3d1Rf72C9IPm5hH+QFg=,13,25,,3,20130203
8Yai5oo1Rj820B8a2PbWNMuMxc0WHO3ZRweb5Y91mg4=,22,29,female,9,20130204
3q5i+fbqI32wRYsNmpIC9s2hQf/9YEWIZqx+LVRqNY4=,6,20,female,3,20130204
1bFt52DNbbz9UNJQOnYILJVqaDi4HQccJYdoWC1+Fzo=,17,25,female,9,20130204
jmgMfCYvUmwiVLYInmVBryGcsr9jvJDx0rSBu+WMkZE=,1,0,,3,20130204
FVf39lwL7HABt1aKosuYWIKnLNVVQbV6bs6wnwGTZhw=,1,0,,3,20130204
UIihlpsJ6buL/zRACVcvnVTQd3AcGp1PyQriYTsrLLY=,4,27,male,9,20130204
ryplOQroo6/JwukOP5TAqXo/4FWfgFQnHUAODOwMFfU=,22,34,female,3,20130204
gLGjby2Ge62IqGu5PGuWA8OFHd7HenAZVaUcH7SKPIc=,13,20,female,3,20130204
n6U5QW3T9zBdQu3c4RxBF4FhVIH1zCuf5PrA3EfRJYY=,22,25,male,3,20130204
2JHMkuZ/jB6zbXB1r9QGeQXNJ9+kxeVPPG1FsdBkS3g=,1,0,,3,20130205
Geky2/oALzDAtuZzt9+y+JeqNtqdWYhihgbaW6R6UIo=,4,26,female,3,20130205
AGAc3yWWmwVkuOUAT5o9BpBYYM8ljYxFwoHYf3lg9cs=,5,22,female,9,20130205
PXYWXmRvwTT3SsgCgyJB14buQVwcB09cDNkzH/S6C6M=,1,0,,3,20130205
nxnwCLj/pouLlMtdNm6UBtGpC4YUUQiz4XqXonliBUE=,4,40,female,3,20130205
gbYurKQjWb50gvZxvwI8DG2oQmyZLZZrqF/3xQQG5Lo=,11,21,female,3,20130205
Mzes5hhmcq7q+Nzj+0r/37W94eG/pXlf5MtAurwaqxU=,1,0,,3,20130205
3oOIY4cJgbmIIKkeXyNRbPpTFGEhstRXfyxbRDmIBdQ=,4,18,female,3,20130205
04i5v4d2Pi2DXk1uHs1TSkkIK9jxlRWsza/jIY5IQIk=,13,0,,3,20130205
FK1IAkvNMcevOKlyudw4hI4JCkfzO1IqEjFyB+QJG7U=,1,17,,3,20130205
LcEz6ggjkOSeuT2R485n+G+VajHCVBFxZhSEysOj+Uo=,1,0,,9,20130205
1OH0v2lsKUOwXLHb+D9d5P61J6REXdKJTfEQ7xEmvb4=,15,34,female,3,20130206
NMxXLA88zmGS4QAJQLGmKrPcKCTwwRtnKo6JpVaVKB4=,5,0,,9,20130206
9TPNkrSssvPBzzAS7kg9aHWV6txf8bnCeVjLlKHhvhg=,13,18,female,9,20130206
yT625W/8CcdOOpilEOKE9hw6Pr+0L/LK5WPoUfpesu4=,14,0,,9,20130206
svI3/DbCXdqGJZ/dXYr2wKJY1vB0ZBVbCnjKhhLK5e8=,1,62,male,3,20130206
vsLBYeQ3vRQr6kpCrolOuGfnibacpOBnVQ1DRzR2Fd0=,1,0,,7,20130206
lJqss911kq2lkaJik7QZOfInQQzP7tWjEZ+Cgula1CE=,1,0,,3,20130206
yM4mNOKYsU4R2DEDvn4yLUqJmG4vlAuhokBjSf2eWfc=,22,22,female,3,20130206
95G6DVfteDm/3dUNk6/C6B7JAn6BuqomNEHS5z93eeo=,1,0,,3,20130206
xWLPxTLtVmuXqUAyUrBJICZ79B9H9sZOxrTsB9MIOck=,13,0,,3,20130206
vFw+PFFm/j6N5DLC+NJ0eYRE75t9QbhmeF8rX3XC/FQ=,13,22,female,3,20130206
uvOQRU30MAF+qsCzj6AB0l6QztYTsUT7YL+4kJJVsJg=,1,0,,3,20130206
W3dJ/6fHlruUht9NqWUtBR+q48UHBTj64jZtJj3FkQQ=,14,23,male,3,20130206
0iILtEN7Kng64+PcWOO1ST2TnU0HwgDtkzd0NmB8jLs=,1,0,,3,20130206
P5WzmhyyoBJ9QjIbDGdcjhAo+IIzAmqJx3WyDPYLptM=,1,34,male,3,20130207
o7Wxnqok1FHO4hsyLi5KCr4Q7hPoapD/WE/DtuvA5+w=,1,0,,9,20130207
yqpjvnUxCJspZ8XLqW+M0+WgUUOqZ6zboLAltYKxEtc=,5,0,male,3,20130207
VIOCKjhC7ugZZ3qQYdsm+INZHEfEotM/SwN9HqcoR4Q=,1,0,,3,20130207
k7t4raCKrrKZ0C5d53VUmJ+dV++3QhTnbHLLxaKHaXs=,1,0,,9,20130208
sBlgSL0AIq49XsmBQ2KceKZNUyIxT1BwSkN/xYQLGMc=,15,21,male,3,20130208
vHTmNLyO5TgIlLsyelkGgx0bsVwwcRdPRi31VvAMuBw=,1,0,,3,20130208
LSa9uMCp1zmY1Z347LWXFe0FRpAQdTEW4VLmHyQGiRQ=,15,33,male,3,20130208
3gQspZFW+2jBlGAEJ0g5i90nHtzHagCpXdfjXODzOPQ=,13,18,male,3,20130208
wsiAqKAH0wAUqBMFk6G6wdYXhLL1bI3gpAWfNk1j6iE=,4,0,,3,20130208
TuI8yodaKHXY3vLFTVZ6oUGlt9C06AQQgzHIQVB0vVU=,1,0,,3,20130208
DJGuXEgGhRJAOoVdOeH0afH2kpvU9OosHoc9xDcSi20=,1,0,,3,20130208
VIcrUOQVay6TAWwI+lLn4Uc2gZ/ggMUMk2UobdUVK+8=,1,0,,3,20130208
xCLRTi9Qg01Vft/K7nKbK7XyPGHa+Az6OBpphu7+2hY=,1,0,,3,20130209
SjxAGJP8zvSrqdCReP+pEKQSu00+h2OTM0zzK3G6ERs=,17,0,,3,20130209
fANQRgQ6o/ndLfq1H/KCdB4ZGdLQAq+ze/PvWm+gWPA=,22,19,male,3,20130209
0mgVzWpW5NO+JPjqGBna/LFjiC/Pvy3o4NwlcjSshDw=,1,0,,3,20130209
np4PcAOIO79VrdFeeXm0z2VnWR17aVjdpnajQI42aEs=,1,0,,3,20130209
IZU0XOb85lLfuyJxOFLZnb4PCA6ZCJkA8aR24OoJI0I=,1,0,,7,20130210
5ThtgbZtuiuWSgm+w+89u8frLG9gtFcnbWHr/XaA1k0=,5,30,female,9,20130210
Hm6tOMobvHabdXRN6L5mP/4bd0Aid98EWuvd8QFEZ38=,15,0,,3,20130210
HSlvLT3Bs8sBnaoSPEZX3OxbpfJjfP2RVTRBX2b6yPU=,1,0,,3,20130211
+nLr9SchijYhlnL//hMbbi/BK4uryWUr5+U+y+1bJ5M=,13,54,male,3,20130211
o65UfhPUsoXY3QWl9itt2C5skXqWKpxPIZquYDRTPu4=,1,0,,4,20161028
Rwfi/8TLgENvYnvCAHa2qYpPU/vrljPOPUcxBB+cYsk=,1,0,,3,20130211
YZuYtnLsNuO//mdPPSNG+AiQPlFE5zPUUxl/U9dpL6A=,1,0,,7,20130211
huv5/Bj1gsbMc3wIS1rODlXZLnXIOgLKTQNfiFNiOb4=,1,0,,3,20130211
XoH15YWEftxW9ZC83ITbt8I87g5LTUknKvMf5796eDA=,22,35,female,3,20130211
hFHQxEhTRPcK8dkHLznWeRB159w0gjQ8oCPlfObBtLE=,1,0,male,3,20130211
UWicyP822VWKcoFQ62xLdaS9nRNU4QF1rxqfw4zc5Cw=,13,21,female,3,20130212
kzE7YcgFeasoPM28Fa3yzL0gtnpY1GXa4nUH8RZ7b3Q=,5,29,male,9,20130212
ecdWyefdl7LWRaoqBlEDht5R7xOAnxGrTnTeuLmOhpk=,1,0,,3,20130212
Ow23d++htyOPdbHFzaXlKIDvwrnUFDWjm/kyZ+6r+0A=,1,0,,3,20130212
8HCyIbJDkG9EdUdijc4CqY30+Hrf7mPlAHLYkSheNn0=,5,0,,3,20130213
UoYwsyRStKfC/Dhm3llR9zGGKzJr8ZI/iRo4Ch7z4bo=,1,0,,7,20130213
oQO+qUCa/s9xwpACQoJnR8HhHrE7BCrm1zFchgsjiLg=,1,0,,3,20130213
Dnxw3oQ/9Oyzb2t+by9icQc4ya+g80OIoJoIuG8ICdI=,13,22,female,3,20130214
5IsIVsU7g48tLdWSee6Isooi10k8UJLEHY5VCsk9ais=,1,0,,3,20130214
nriBiD+RQSMv83OJYD29LxAPn+gyaX185WF0/5O5TYM=,13,0,,3,20130214
lh3OtIXgltuw5kOp4Kb2tcPvlsnruW8G/6lOtV7gsvI=,4,19,male,3,20130215
ykl8FCdxjEv0dT0KtC8ObNXtP336ZFWAc86T+UA3YRY=,1,0,,3,20130215
OcGlImLbggXZrbX4OAkXRBDGR60iS/xEFlIsOttw5ao=,13,27,female,3,20130215
hsgnjjZhucx2AA3g8MnNhbXzhHcdDYcZR/NLic7nZUQ=,1,0,,3,20130215
BkdK4VenTLB+U3tipH91TsVoAU+E8uUMSytG7/Lsxo4=,1,0,,3,20130215
SkSNrYpi8muROsdS57UT5cItMZz3q5Zc6yDMHVJlq6g=,20,42,male,9,20130216
63Y/OcVw0vaQI+MSmxputHmIy1ZSJ4u2wFQjZV9X1mk=,9,24,female,3,20130216
6EU11wPld4N7FD8M+7hp9zYNIYAwh25qWrhT9t/6ODc=,1,0,,3,20130216
aMdDeXZLkUk9/eOX5LDxqR0Xv/BAz2luFBxwpH/VLfA=,1,0,,3,20130216
7fGEiOby8W3Iooq/eUWgiprWgo2zLpLX7SLunofaZMM=,4,0,,3,20130216
KkIEZrXTW8GGxzWy1aLWoZI0p7GmDtG7JWHJgsYCxKQ=,1,0,,3,20130216
z0qJnozuUL4n5Pjnnxunm0ChoGHMraFwEY4WCCKFly0=,6,22,male,9,20130216
rI2m+VlRbwuNMAJLTUfQgXVNhe7SnM3A8kvUN/qFPRY=,14,0,,3,20130217
/174klpfdimXqD0xQhpHDRP7Q5EN0JbmTaV9FK4DmSs=,22,0,female,3,20130217
B6LbCiYM3MVqH6cPbpwHrmqd4hE7Lro9dxfbQOzi4zY=,1,0,,3,20130217
n8gISkn+rL9eHWJRpVJDYGwJrZcIT6RMC9mMX+bZGJM=,13,21,female,3,20130217
eRuZv5ZP/BiMRsroM1tx4CUjHN1Fqzb2NvCFLTZg9Gc=,1,0,,3,20130217
HMuDlClV+RKx0afkp3Xq6oCeEYfBixUzzoXlELhT7PI=,6,43,male,3,20130217
Nj+zZB2D0W9weUEFN3WJ7UjL79e8z7AUXcjafa7Xy7g=,1,0,,3,20130217
waoM4A+Viz7BBMUrMdcTnsb3mr1pOILRQtaDV9A9pac=,15,26,female,3,20130217
mzE54G/ARDAS0uVNiXQCZo7i4hJpYulNsyXERWVPLU8=,1,0,,3,20130218
ZB8cuZSGcF7SUHPTO+Dsh6sQt6tLHRh9Ud4j62cRF48=,1,0,,9,20130218
w2MibEtNCvLaP74MFlr/vqXZM4jeQzWPpL5qrMVk71k=,4,50,female,9,20130218
Ld7UIvwSRHwbfcV/FXqkJVft6VAVYDtYRQNPt+9f9M4=,1,0,,3,20130218
DHsIioU3saV3jVRXpPQnNwaxMeHBF/s/QQ1sPZzrBXE=,5,40,male,9,20130218
Py0Zy7C1Tr1bsvcMKTd1H8gDiF9ly4nej/SMKt3vI2g=,4,24,male,3,20130218
3VRE5mbixaeFAizfvtZuvzlADIXHrX4QtPG8a9MspXo=,1,0,,7,20130219
